,index,address,bathrooms,country,detailedType,distance,exterior,externalReference,floor,has360,has3DTour,hasLift,hasPlan,hasVideo,latitude,longitude,municipality,newDevelopment,numPhotos,operation,parkingSpace,price,priceByArea,propertyCode,propertyType,province,rooms,showAddress,size,status,suggestedTexts,thumbnail,url
109,9,Strada Provinciale,1,it,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",595919,False,1591/CONCA (68292447),,False,False,,False,False,41.3758386,13.9653887,Mignano Monte Lungo,False,11,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",80000.0,471.0,16609066,chalet,Caserta,6,False,170.0,good,"{'subtitle': 'Mignano Monte Lungo', 'title': 'Casa independiente en Strada Provinciale'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/ea/ed/e5/199049913.jpg,https://www.idealista.it/immobile/16609066/
110,10,"Viale Pietro Fedele, 87",3,it,{'typology': 'flat'},595904,False,,en,False,False,False,False,False,41.2450337,13.7393306,Minturno,False,17,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",135000.0,1500.0,11416038,flat,Latina,3,True,90.0,good,"{'subtitle': 'Minturno', 'title': 'Piso en Viale Pietro Fedele, 87'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/27/bb/a8/207089350.jpg,https://www.idealista.it/immobile/11416038/
111,11,Viale Pietro Fedele s/n,2,it,{'typology': 'flat'},595902,False,282A,3,False,False,False,True,False,41.2439467,13.7373535,Minturno,False,15,sale,,155000.0,1520.0,15607633,flat,Latina,6,True,102.0,renew,"{'subtitle': 'Minturno', 'title': 'Piso en Viale Pietro Fedele s/n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/e7/41/6f/180482812.jpg,https://www.idealista.it/immobile/15607633/
112,12,Viale Pietro Fedele s/n,2,it,{'typology': 'flat'},595902,False,Cp0209,1,False,False,False,False,False,41.2439467,13.7373535,Minturno,False,29,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",195000.0,1250.0,17258101,flat,Latina,3,True,156.0,good,"{'subtitle': 'Minturno', 'title': 'Piso en Viale Pietro Fedele s/n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/a1/3d/1d/212028912.jpg,https://www.idealista.it/immobile/17258101/
113,13,"Via Pastino Grande, 5 S",2,it,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",595900,False,,,False,False,,False,False,41.2491495,13.7466256,Minturno,False,26,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",175000.0,1446.0,15207725,chalet,Latina,4,True,121.0,good,"{'subtitle': 'Minturno', 'title': 'Chalet adosado en Via Pastino Grande, 5 S'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/1b/f1/9d/173612086.jpg,https://www.idealista.it/immobile/15207725/
114,14,Strada Provinciale 51,3,it,"{'typology': 'chalet', 'subTypology': 'villa'}",595891,False,V 321,,False,False,,True,False,42.0137119,14.8692782,Petacciato,False,58,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",390000.0,1054.0,17633226,chalet,Campobasso,10,False,370.0,good,"{'subtitle': 'Petacciato', 'title': 'Villa en Strada Provinciale 51'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/df/ef/ae/220570206.jpg,https://www.idealista.it/immobile/17633226/
115,15,"Via per Castelforte, 117",1,it,{'typology': 'flat'},595868,False,,1,False,False,False,False,False,41.2593667,13.7642023,Minturno,False,11,sale,,82000.0,1171.0,16060267,flat,Latina,3,True,70.0,good,"{'subtitle': 'Minturno', 'title': 'Piso en Via per Castelforte, 117'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/c1/26/69/189208744.jpg,https://www.idealista.it/immobile/16060267/
116,16,Via Adriatico s/n,2,it,{'typology': 'flat'},595847,False,0411,en,False,False,False,False,False,42.0091803,14.8630631,Petacciato,False,2,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",110000.0,1222.0,14923078,flat,Campobasso,3,True,90.0,good,"{'subtitle': 'Petacciato', 'title': 'Piso en Via Adriatico s/n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/41/21/87/169029837.jpg,https://www.idealista.it/immobile/14923078/
117,17,Minturno,2,it,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",595838,False,A160VRG,,False,False,,False,False,41.2477035,13.7427894,Minturno,False,9,sale,,98000.0,1089.0,17393866,chalet,Latina,3,False,90.0,,"{'subtitle': 'Minturno', 'title': 'Casa independiente'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/5d/4d/f3/214778530.jpg,https://www.idealista.it/immobile/17393866/
118,18,Via RANDACCIO,1,it,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",595835,False,,,False,False,,False,False,41.2904132,13.8182301,Santi Cosma e Damiano,False,19,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",125000.0,625.0,14614990,chalet,Latina,4,False,200.0,good,"{'subtitle': 'Santi Cosma e Damiano', 'title': 'Casa independiente en Via RANDACCIO'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/3c/7d/12/154522473.jpg,https://www.idealista.it/immobile/14614990/
119,19,Minturno,1,it,{'typology': 'flat'},595828,False,33681003-22,2,False,False,False,False,False,41.2449363,13.7376436,Minturno,False,26,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",75000.0,1500.0,17952597,flat,Latina,2,False,50.0,good,"{'subtitle': 'Minturno', 'title': 'Piso'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/07/9a/ff/226144200.jpg,https://www.idealista.it/immobile/17952597/
120,20,"Via Napoli, 55",2,it,{'typology': 'flat'},595820,False,0456,1,False,False,False,False,False,42.007875,14.861047,Petacciato,False,16,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",99750.0,1108.0,15760165,flat,Campobasso,3,True,90.0,good,"{'subtitle': 'Petacciato', 'title': 'Piso en Via Napoli, 55'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/eb/be/14/183119240.jpg,https://www.idealista.it/immobile/15760165/
121,21,Via Garibaldi s/n,3,it,"{'typology': 'chalet', 'subTypology': 'villa'}",595798,False,VA73,,False,False,,True,False,41.2929102,13.8218512,Castelforte,False,47,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",320000.0,1391.0,17413545,chalet,Latina,6,True,230.0,good,"{'subtitle': 'Castelforte', 'title': 'Villa en Via Garibaldi s/n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/04/73/d4/215167806.jpg,https://www.idealista.it/immobile/17413545/
122,22,Giuseppe Garibaldi s/n,1,it,{'typology': 'flat'},595798,False,A278,bj,False,False,False,False,False,41.2929102,13.8218512,Castelforte,False,22,sale,,78000.0,459.0,12399734,flat,Latina,3,True,170.0,renew,"{'subtitle': 'Castelforte', 'title': 'Piso en Giuseppe Garibaldi s/n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/9d/e5/27/107905086.jpg,https://www.idealista.it/immobile/12399734/
123,23,Minturno,1,it,{'typology': 'flat'},595795,False,aa565,en,False,False,False,False,False,41.2609717,13.7656007,Minturno,False,19,sale,,120000.0,1846.0,17935360,flat,Latina,3,False,65.0,good,"{'subtitle': 'Minturno', 'title': 'Piso'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/9c/e8/2b/225820158.jpg,https://www.idealista.it/immobile/17935360/
124,24,Petacciato,1,it,{'typology': 'flat'},595794,False,0402,3,False,False,False,False,False,42.0080776,14.8608643,Petacciato,False,1,sale,,40000.0,571.0,14901089,flat,Campobasso,3,False,70.0,good,"{'subtitle': 'Petacciato', 'title': 'Piso'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/a5/50/e6/168505618.jpg,https://www.idealista.it/immobile/14901089/
125,25,Pettoranello del Molise,3,it,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",595783,False,V058,,False,False,,False,False,41.575628,14.277868,Pettoranello del Molise,False,13,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",60000.0,414.0,17408350,chalet,Isernia,3,False,145.0,good,"{'subtitle': 'Pettoranello del Molise', 'title': 'Casa independiente'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/3e/91/73/215084318.jpg,https://www.idealista.it/immobile/17408350/
126,26,"Via Pier Paolo Pasolini, 68",4,it,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",595782,False,0469,,False,False,,False,False,42.0054633,14.8574954,Petacciato,False,6,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",330000.0,1320.0,16968646,chalet,Campobasso,8,True,250.0,good,"{'subtitle': 'Petacciato', 'title': 'Chalet pareado en Via Pier Paolo Pasolini, 68'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/19/d0/f8/206051943.jpg,https://www.idealista.it/immobile/16968646/
127,27,Petacciato,3,it,"{'typology': 'chalet', 'subTypology': 'villa'}",595778,False,0474,,False,False,,False,False,42.0072486,14.8596037,Petacciato,False,12,sale,,199000.0,796.0,17343823,chalet,Campobasso,7,False,250.0,good,"{'subtitle': 'Petacciato', 'title': 'Villa'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/55/9f/6e/213749248.jpg,https://www.idealista.it/immobile/17343823/
128,28,Via Aquila,1,it,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",595765,False,48/19,,False,False,,False,False,42.0085579,14.8609832,Petacciato,False,7,sale,,105000.0,875.0,17909553,chalet,Campobasso,3,False,120.0,renew,"{'subtitle': 'Petacciato', 'title': 'Casa independiente en Via Aquila'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/61/f9/fb/225322364.jpg,https://www.idealista.it/immobile/17909553/
129,29,Pietro Fedele,2,it,{'typology': 'flat'},595755,False,1010,2,False,False,False,False,False,41.2446467,13.7356535,Minturno,False,15,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",158000.0,1317.0,17371638,flat,Latina,3,False,120.0,good,"{'subtitle': 'Minturno', 'title': 'Piso en Pietro Fedele'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/32/aa/0a/214319512.jpg,https://www.idealista.it/immobile/17371638/
130,30,"Via Catania, 110",2,it,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",595749,False,0450,,False,False,,False,False,42.0075282,14.8594682,Petacciato,False,6,sale,,80000.0,667.0,15520226,chalet,Campobasso,7,True,120.0,good,"{'subtitle': 'Petacciato', 'title': 'Casa independiente en Via Catania, 110'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/df/4a/8a/178934657.jpg,https://www.idealista.it/immobile/15520226/
131,31,"Via Calvario, 50",2,it,"{'typology': 'chalet', 'subTypology': 'villa'}",595735,False,2,,False,False,,True,False,41.574957,14.276007,Pettoranello del Molise,False,27,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",100000.0,833.0,15247432,chalet,Isernia,5,True,120.0,good,"{'subtitle': 'Pettoranello del Molise', 'title': 'Villa en Via Calvario, 50'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/54/88/ec/189032025.jpg,https://www.idealista.it/immobile/15247432/
132,32,Petacciato,2,it,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",595720,False,0422,,False,False,,False,False,42.0103803,14.8624631,Petacciato,False,4,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",105000.0,656.0,14901033,chalet,Campobasso,6,False,160.0,renew,"{'subtitle': 'Petacciato', 'title': 'Chalet adosado'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/7d/7d/6e/168505461.jpg,https://www.idealista.it/immobile/14901033/
133,33,Via Vittoria,2,it,{'typology': 'flat'},595715,False,35/19,2,False,False,False,False,False,42.0099182,14.8618226,Petacciato,False,10,sale,,128000.0,674.0,17467748,flat,Campobasso,4,False,190.0,good,"{'subtitle': 'Petacciato', 'title': 'Piso en Via Vittoria'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/74/34/3a/216642162.jpg,https://www.idealista.it/immobile/17467748/
134,34,Aquila,2,it,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",595706,False,21,,False,False,,False,False,42.0093257,14.860957,Petacciato,False,4,sale,,68000.0,567.0,13768225,chalet,Campobasso,7,False,120.0,renew,"{'subtitle': 'Petacciato', 'title': 'Casa independiente en Aquila'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/c5/46/4e/138354198.jpg,https://www.idealista.it/immobile/13768225/
135,35,Minturno,1,it,{'typology': 'flat'},595706,False,A158VRG,1,False,False,False,False,False,41.2456363,13.7364436,Minturno,False,10,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",75000.0,1500.0,15858500,flat,Latina,2,False,50.0,,"{'subtitle': 'Minturno', 'title': 'Piso'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/ba/9a/d2/185301822.jpg,https://www.idealista.it/immobile/15858500/
136,36,Petacciato,2,it,"{'typology': 'flat', 'subTypology': 'duplex'}",595693,False,0350,1,False,False,False,False,False,42.0105776,14.8622643,Petacciato,False,1,sale,,180000.0,1800.0,14901097,duplex,Campobasso,6,False,100.0,renew,"{'subtitle': 'Petacciato', 'title': 'Dúplex'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/9d/fb/af/168505772.jpg,https://www.idealista.it/immobile/14901097/
137,37,Petacciato,3,it,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",595692,False,V109 (65798589),,False,False,,False,False,42.01152,14.86339,Petacciato,False,6,sale,,180000.0,818.0,13558970,chalet,Campobasso,5,False,220.0,good,"{'subtitle': 'Petacciato', 'title': 'Chalet adosado'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/58/28/b7/163986445.jpg,https://www.idealista.it/immobile/13558970/
138,38,Minturno,2,it,{'typology': 'flat'},595689,False,A173VRG,bj,False,False,False,False,False,41.2480131,13.7403673,Minturno,False,13,sale,,135000.0,1500.0,17127404,flat,Latina,4,False,90.0,renew,"{'subtitle': 'Minturno', 'title': 'Piso'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/df/09/ec/209422326.jpg,https://www.idealista.it/immobile/17127404/
139,39,"Via Pier Paolo Pasolini, 10",5,it,"{'typology': 'chalet', 'subTypology': 'villa'}",595673,False,0485,,False,False,,False,False,42.0075842,14.8582942,Petacciato,False,17,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",750000.0,1500.0,18051741,chalet,Campobasso,10,True,500.0,good,"{'subtitle': 'Petacciato', 'title': 'Villa en Via Pier Paolo Pasolini, 10'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/2d/9c/c7/228026614.jpg,https://www.idealista.it/immobile/18051741/
140,40,Petacciato,1,it,{'typology': 'flat'},595659,False,0400,2,False,False,False,False,False,42.0084818,14.8591617,Petacciato,False,1,sale,,75000.0,1071.0,14901093,flat,Campobasso,3,False,70.0,good,"{'subtitle': 'Petacciato', 'title': 'Piso'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/1d/4d/84/168505686.jpg,https://www.idealista.it/immobile/14901093/
141,41,Via GARIBALDI,2,it,{'typology': 'flat'},595659,False,,bj,False,False,False,False,False,41.2939102,13.8208512,Castelforte,False,18,sale,,69000.0,460.0,17674180,flat,Latina,4,False,150.0,good,"{'subtitle': 'Castelforte', 'title': 'Piso en Via GARIBALDI'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/82/a8/f6/220850636.jpg,https://www.idealista.it/immobile/17674180/
142,42,"Via Danimarca, 1",2,it,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",595650,False,0440,,False,False,,False,False,42.0113108,14.8624493,Petacciato,False,4,sale,,135000.0,450.0,14889166,chalet,Campobasso,6,True,300.0,good,"{'subtitle': 'Petacciato', 'title': 'Chalet pareado en Via Danimarca, 1'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/06/06/88/213738386.jpg,https://www.idealista.it/immobile/14889166/
143,43,Piazza Francia s/n,1,it,{'typology': 'flat'},595614,False,0459,1,False,False,False,False,False,42.0119966,14.8626858,Petacciato,False,9,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",130000.0,1040.0,16328985,flat,Campobasso,4,True,125.0,good,"{'subtitle': 'Petacciato', 'title': 'Piso en Piazza Francia s/n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/8e/ef/ae/194201638.jpg,https://www.idealista.it/immobile/16328985/
144,44,"Via Vittoria, 62",2,it,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",595610,False,0460,,False,False,,False,False,42.0098292,14.8599997,Petacciato,False,11,sale,,70000.0,1000.0,16513186,chalet,Campobasso,5,True,70.0,good,"{'subtitle': 'Petacciato', 'title': 'Casa independiente en Via Vittoria, 62'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/3c/3a/b2/223209688.jpg,https://www.idealista.it/immobile/16513186/
145,45,Petacciato,1,it,"{'typology': 'flat', 'subTypology': 'penthouse'}",595592,False,0415,2,False,False,False,False,False,42.0126708,14.8631533,Petacciato,False,4,sale,,95000.0,864.0,14894606,penthouse,Campobasso,5,False,110.0,good,"{'subtitle': 'Petacciato', 'title': 'Ático'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/c4/e4/9d/168391145.jpg,https://www.idealista.it/immobile/14894606/
146,46,Petacciato,3,it,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",595590,False,CV04,,False,False,,False,False,42.0110683,14.8611683,Petacciato,False,35,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",400000.0,1053.0,17036460,chalet,Campobasso,10,False,380.0,good,"{'subtitle': 'Petacciato', 'title': 'Casa independiente'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/cc/45/d5/207641320.jpg,https://www.idealista.it/immobile/17036460/
147,47,Via PER CASTELFORTE,2,it,"{'typology': 'chalet', 'subTypology': 'villa'}",595556,False,,,False,False,,False,False,41.2577639,13.7551181,Minturno,False,14,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",240000.0,1200.0,16889470,chalet,Latina,4,False,200.0,renew,"{'subtitle': 'Minturno', 'title': 'Villa en Via PER CASTELFORTE'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/e0/5f/cc/204510766.jpg,https://www.idealista.it/immobile/16889470/
148,48,Castelforte,4,it,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",595556,False,A133VRG,en,False,False,,False,False,41.2978038,13.8256086,Castelforte,False,13,sale,,170000.0,739.0,17676532,chalet,Latina,6,False,230.0,,"{'subtitle': 'Castelforte', 'title': 'Chalet adosado'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/0e/78/25/220910309.jpg,https://www.idealista.it/immobile/17676532/
149,49,"Via Per Castelforte, 158",1,it,{'typology': 'flat'},595554,False,VIA PER CASTELFORTE 158  (72509846),2,False,False,False,True,False,41.2593198,13.7578492,Minturno,False,6,sale,,63000.0,377.0,16596833,flat,Latina,4,True,167.0,renew,"{'subtitle': 'Minturno', 'title': 'Piso en Via Per Castelforte, 158'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/eb/46/fb/198842765.jpg,https://www.idealista.it/immobile/16596833/
150,0,Contrada Località c.da Orsoni s/n,4,it,"{'typology': 'countryHouse', 'subTypology': 'casalicascine'}",595544,False,VRA-1606,,False,False,,True,False,41.7024106,14.457392,Bagnoli del Trigno,False,8,sale,,100000.0,2.0,18099761,countryHouse,Isernia,12,True,62725.0,renew,"{'subtitle': 'Bagnoli del Trigno', 'title': 'Casa de campo/granja en Contrada Località c.da Orsoni s/n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/87/83/78/228911317.jpg,https://www.idealista.it/immobile/18099761/
151,1,"Via Catania, 42",2,it,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",595540,False,0476,,False,False,,False,False,42.010235,14.859348,Petacciato,False,2,sale,,35000.0,318.0,17800307,chalet,Campobasso,5,True,110.0,renew,"{'subtitle': 'Petacciato', 'title': 'Casa independiente en Via Catania, 42'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/50/10/99/223211177.jpg,https://www.idealista.it/immobile/17800307/
152,2,Via PIAVE s/n,1,it,{'typology': 'flat'},595539,False,MQ149,3,False,False,False,False,False,41.5417737,14.2223401,Sant`Agapito,False,7,sale,,45000.0,692.0,15390970,flat,Isernia,3,True,65.0,good,"{'subtitle': 'Sant`Agapito', 'title': 'Piso en Via PIAVE s/n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/2f/f5/77/176736279.jpg,https://www.idealista.it/immobile/15390970/
153,3,Via Lungomare s/n,1,it,{'typology': 'flat'},595510,False,A345,1,False,False,False,False,False,41.2438821,13.7293514,Minturno,False,24,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",120000.0,1714.0,17371719,flat,Latina,3,True,70.0,good,"{'subtitle': 'Minturno', 'title': 'Piso en Via Lungomare s/n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/5d/5c/c7/214321089.jpg,https://www.idealista.it/immobile/17371719/
154,4,"Via Indipendenza, 24",2,it,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",595502,False,0479,,False,False,,False,False,42.0108206,14.8594419,Petacciato,False,5,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",80000.0,533.0,17759229,chalet,Campobasso,5,True,150.0,renew,"{'subtitle': 'Petacciato', 'title': 'Casa independiente en Via Indipendenza, 24'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/6e/96/08/222415363.jpg,https://www.idealista.it/immobile/17759229/
155,5,"Via Giuseppe Garibaldi, 152",2,it,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",595497,False,VV0435 (57702808),,False,False,,False,False,41.2968327,13.8227581,Castelforte,False,13,sale,,60000.0,667.0,10185946,chalet,Latina,5,True,90.0,renew,"{'subtitle': 'Castelforte', 'title': 'Casa independiente en Via Giuseppe Garibaldi, 152'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/38/69/62/164812342.jpg,https://www.idealista.it/immobile/10185946/
156,6,Petacciato,2,it,"{'typology': 'countryHouse', 'subTypology': 'casaDePueblo'}",595486,False,0124,,False,False,,False,False,42.0103486,14.8586037,Petacciato,False,4,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",99000.0,550.0,14901066,countryHouse,Campobasso,7,False,180.0,good,"{'subtitle': 'Petacciato', 'title': 'Casa de pueblo'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/95/2e/9e/168505482.jpg,https://www.idealista.it/immobile/14901066/
157,7,Via Per Castelforte,4,it,"{'typology': 'chalet', 'subTypology': 'villa'}",595460,False,,,False,False,,False,False,41.2581924,13.7539609,Minturno,False,13,sale,,150000.0,500.0,14180835,chalet,Latina,10,False,300.0,good,"{'subtitle': 'Minturno', 'title': 'Villa en Via Per Castelforte'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/43/27/56/146021232.jpg,https://www.idealista.it/immobile/14180835/
158,8,Petacciato,3,it,"{'typology': 'countryHouse', 'subTypology': 'casalicascine'}",595444,False,CV35,,False,False,,False,False,41.9995588,14.8447914,Petacciato,False,57,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",300000.0,952.0,17036478,countryHouse,Campobasso,8,False,315.0,good,"{'subtitle': 'Petacciato', 'title': 'Casa de campo/granja'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/4a/86/13/207641755.jpg,https://www.idealista.it/immobile/17036478/
159,9,Via santa reparata s/n,1,it,{'typology': 'flat'},595442,False,,1,False,False,False,False,False,41.2465917,13.7328438,Minturno,False,7,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",73000.0,1327.0,10492227,flat,Latina,2,True,55.0,good,"{'subtitle': 'Minturno', 'title': 'Piso en Via santa reparata s/n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/79/32/b4/74337780.jpg,https://www.idealista.it/immobile/10492227/
160,10,"Via Alfredo Fusco, 25",1,it,{'typology': 'flat'},595435,False,156/2003 (Latin/1692863),,False,False,,True,False,41.2984776,13.8244013,Castelforte,False,5,sale,,33600.0,425.0,17981840,flat,Latina,3,True,79.0,,"{'subtitle': 'Castelforte', 'title': 'Piso en Via Alfredo Fusco, 25'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/c4/0d/66/226706608.jpg,https://www.idealista.it/immobile/17981840/
161,11,Castelforte,4,it,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",595430,False,a132VRG,en,False,False,,False,False,41.2990038,13.8252086,Castelforte,False,19,sale,,190000.0,805.0,17676521,chalet,Latina,7,False,236.0,,"{'subtitle': 'Castelforte', 'title': 'Chalet adosado'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/13/45/d7/220910163.jpg,https://www.idealista.it/immobile/17676521/
162,12,Santi Cosma e Damiano,2,it,{'typology': 'flat'},595420,False,A89VRG,2,False,False,False,False,False,41.2819211,13.7951482,Santi Cosma e Damiano,False,15,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",99000.0,990.0,15462347,flat,Latina,4,False,100.0,good,"{'subtitle': 'Santi Cosma e Damiano', 'title': 'Piso'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/d9/83/a4/177946111.jpg,https://www.idealista.it/immobile/15462347/
163,13,CRISTOFORO COLOMBO s/n,1,it,{'typology': 'flat'},595408,False,ANGELO D'AVANZO TEL 0825781758,en,False,False,False,False,False,41.2447891,13.7289372,Minturno,False,46,sale,,190000.0,1900.0,17478875,flat,Latina,4,True,100.0,good,"{'subtitle': 'Minturno', 'title': 'Piso en CRISTOFORO COLOMBO s/n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/a4/04/e6/216507540.jpg,https://www.idealista.it/immobile/17478875/
164,14,Via Cristoforo Colombo s/n,1,it,{'typology': 'flat'},595408,False,a267,1,False,False,False,False,False,41.2447891,13.7289372,Minturno,False,7,sale,,100000.0,2000.0,11831265,flat,Latina,3,True,50.0,good,"{'subtitle': 'Minturno', 'title': 'Piso en Via Cristoforo Colombo s/n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/f1/ba/97/98470974.jpg,https://www.idealista.it/immobile/11831265/
165,15,Petacciato,1,it,{'typology': 'flat'},595396,False,0405,2,False,False,False,False,False,42.0112776,14.8582643,Petacciato,False,1,sale,,69000.0,986.0,14901076,flat,Campobasso,3,False,70.0,good,"{'subtitle': 'Petacciato', 'title': 'Piso'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/7d/65/18/168505600.jpg,https://www.idealista.it/immobile/14901076/
